编号,游戏名称,中文名,中文名_clean,GBA.ZH
GBA#136,Advance GTA (Japan) (En) (Rev 1),GTA职业概念赛车1 （日版） (En) （修正版 1）,GTA职业概念赛车1,
GBA#137,"Advance Guardian Heroes (Europe) (En,Fr)","守护英雄A （欧版） (En,Fr)",守护英雄A,
GBA#138,Advance Guardian Heroes (Japan),守护英雄A （日版）,守护英雄A,
GBA#139,Advance Guardian Heroes (USA),守护英雄A （美版）,守护英雄A,
GBA#140,Advance Rally (Japan) (En),高级汽车拉力赛 （日版） (En),高级汽车拉力赛,
GBA#141,"Advance Wars (Europe) (En,Fr,De,Es)","高级战争 （欧版） (En,Fr,De,Es)",高级战争,
GBA#142,"Advance Wars (Europe) (En,Fr,De,Es) (Wii U Virtual Console)","高级战争 （欧版） (En,Fr,De,Es) (Wii U Virtual Console)",高级战争,
GBA#143,Advance Wars (USA),高级战争 （美版）,高级战争,
GBA#144,Advance Wars (USA) (Rev 1),高级战争 （美版） （修正版 1）,高级战争,
GBA#145,Advance Wars (USA) (Wii U Virtual Console),高级战争 （美版） (Wii U Virtual Console),高级战争,
GBA#146,"Advance Wars 2 - Black Hole Rising (Europe) (En,Fr,De,Es,It)","高级战争2-黑洞的升起 （欧版） (En,Fr,De,Es,It)",高级战争2-黑洞的升起,
GBA#147,"Advance Wars 2 - Black Hole Rising (Europe) (En,Fr,De,Es,It) (Wii U Virtual Console)","高级战争2-黑洞的升起 （欧版） (En,Fr,De,Es,It) (Wii U Virtual Console)",高级战争2-黑洞的升起,
GBA#148,Advance Wars 2 - Black Hole Rising (USA),高级战争2-黑洞的升起 （美版）,高级战争2-黑洞的升起,
GBA#149,Advance Wars 2 - Black Hole Rising (USA) (Wii U Virtual Console),高级战争2-黑洞的升起 （美版） (Wii U Virtual Console),高级战争2-黑洞的升起,
GBA#150,Adventure of Tokyo Disney Sea (Japan),东京迪斯尼大进击-海洋馆篇 （日版）,东京迪斯尼大进击-海洋馆篇,
GBA#151,"Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron, The (Germany)",天才男孩吉米中子VS吉米负电子 （德国版）,天才男孩吉米中子VS吉米负电子,
GBA#152,"Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron, The (USA, Europe)",天才男孩吉米中子VS吉米负电子 （美版 欧版）,天才男孩吉米中子VS吉米负电子,
GBA#153,"Adventures of Jimmy Neutron Boy Genius, The - Attack of the Twonkies (USA, Europe)",天才男孩吉米中子VS吉米负电子 （美版 欧版）,天才男孩吉米中子VS吉米负电子,
GBA#154,"Adventures of Jimmy Neutron Boy Genius, The - Jet Fusion (USA, Europe)",天才男孩吉米中子VS吉米负电子 （美版 欧版）,天才男孩吉米中子VS吉米负电子,
GBA#155,Aero the Acro-Bat - Rascal Rival Revenge (Europe),蝙蝠侠 （欧版）,蝙蝠侠,
GBA#156,Aero the Acro-Bat - Rascal Rival Revenge (Europe) (Beta),蝙蝠侠 （欧版） （测试版）,蝙蝠侠,
GBA#157,Aero the Acro-Bat - Rascal Rival Revenge (USA),蝙蝠侠 （美版）,蝙蝠侠,
GBA#158,"Agassi Tennis Generation (Europe) (En,Fr,De,Es,It)","阿加西网球世代 （欧版） (En,Fr,De,Es,It)",阿加西网球世代,
GBA#159,Agassi Tennis Generation (USA),阿加西网球世代 （美版）,阿加西网球世代,
GBA#160,"Agent Hugo - Roborumble (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)","雨果滑板 （欧版） (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",雨果滑板,
GBA#161,"Aggressive Inline (Europe) (En,Fr,De)","花样溜冰 （欧版） (En,Fr,De)",花样溜冰,
GBA#162,Aggressive Inline (USA),花样溜冰 （美版）,花样溜冰,
GBA#163,Aging Cartridge (World),老化墨盒 （世界版）,老化墨盒,
GBA#164,"Aigle de Guerre, L' (France)",拿破仑 （法国版）,拿破仑,
GBA#165,"AirForce Delta II (Japan) (En,Ja,Fr,De)","三角洲空军部队II （日版） (En,Ja,Fr,De)",三角洲空军部队II,
GBA#166,"AirForce Delta Storm (USA) (En,Ja,Fr,De)","三角洲空军风暴 （美版） (En,Ja,Fr,De)",三角洲空军风暴,
GBA#167,Aka-chan Doubutsuen (Japan),小朋友的动物园 （日版）,小朋友的动物园,
GBA#168,Aka-chan Doubutsuen (Japan) (Rev 1),小朋友的动物园 （日版） （修正版 1）,小朋友的动物园,
GBA#169,Akumajou Dracula - Circle of the Moon (Japan),恶魔城-月之轮回 （日版）,恶魔城-月之轮回,
GBA#170,"Aladdin (Europe) (En,Fr,De,Es)","迪斯尼-阿拉丁 （欧版） (En,Fr,De,Es)",迪斯尼-阿拉丁,
GBA#171,Aladdin (Japan),迪斯尼-阿拉丁 （日版）,迪斯尼-阿拉丁,
GBA#172,"Aladdin (USA) (En,Fr,De,Es)","迪斯尼-阿拉丁 （美版） (En,Fr,De,Es)",迪斯尼-阿拉丁,
GBA#173,Aleck Bordon Adventure - Tower & Shaft Advance (Japan),阿莱克博顿大冒险-塔与桥的大冒险 （日版）,阿莱克博顿大冒险-塔与桥的大冒险,
GBA#174,"Alex Ferguson's Player Manager 2002 ~ Total Soccer Manager (Europe) (En,Fr,De,Es,It,Nl)","冠军足球经理 （欧版） (En,Fr,De,Es,It,Nl)",冠军足球经理,
GBA#175,"Alex Rider - Stormbreaker (Europe) (En,Fr,De,Es)","旋风特务 （欧版） (En,Fr,De,Es)",旋风特务,
GBA#176,Alex Rider - Stormbreaker (USA),旋风特务 （美版）,旋风特务,
GBA#177,"Alien Hominid (Europe) (En,Fr,De,Es,It)","外星原始人 （欧版） (En,Fr,De,Es,It)",外星原始人,
GBA#178,"Alienators - Evolution Continues (USA, Europe) [b]",进化特区 （美版 欧版） [b],进化特区,
GBA#179,"All Grown Up! - Express Yourself (USA, Europe)",小淘气-我们长大了 （美版 欧版）,小淘气-我们长大了,
GBA#180,All-Star Baseball 2003 (USA),全美明星棒球2003 （美版）,全美明星棒球2003,
GBA#181,All-Star Baseball 2004 (USA) (Beta 1),全美明星棒球2004 （美版） （测试版 1）,全美明星棒球2004,
GBA#182,All-Star Baseball 2004 (USA) (Beta 2),全美明星棒球2004 （美版） （测试版 2）,全美明星棒球2004,
GBA#183,All-Star Baseball 2004 featuring Derek Jeter (USA),全美明星棒球2004 （美版）,全美明星棒球2004,
GBA#184,"Altered Beast - Guardian of the Realms (Europe) (En,Fr,De,Es,It)","兽王记-王国的守护者 （欧版） (En,Fr,De,Es,It)",兽王记-王国的守护者,
GBA#185,Altered Beast - Guardian of the Realms (USA),兽王记-王国的守护者 （美版）,兽王记-王国的守护者,
GBA#186,"Amazing Virtual Sea-Monkeys, The (USA)",海底小精灵 （美版）,海底小精灵,
GBA#187,American Bass Challenge (USA),美国巴斯钓鱼挑战赛 （美版）,美国巴斯钓鱼挑战赛,
GBA#188,"American Dragon - Jake Long - Rise of the Huntsclan (USA, Europe) (En,Fr,De,Es,It)","美国龙-杰克龙 （美版 欧版） (En,Fr,De,Es,It)",美国龙-杰克龙,
GBA#189,American Idol (USA),美国偶像超巨星节拍 （美版）,美国偶像超巨星节拍,
GBA#190,"American Tail, An - Fievel's Gold Rush (Europe) (En,Fr,De,Es,It)","美国鼠谭-淘金记 （欧版） (En,Fr,De,Es,It)",美国鼠谭-淘金记,
GBA#191,"American Tail, An - Fievel's Gold Rush (USA) (En,Es)","美国鼠谭-淘金记 （美版） (En,Es)",美国鼠谭-淘金记,
GBA#192,Angel Collection - Mezase! Gakuen no Fashion Leader (Japan),天使的收藏品 （日版）,天使的收藏品,
GBA#193,Angel Collection 2 - Pichimo ni Narou (Japan),天使的收藏品2-成为杂志模特 （日版）,天使的收藏品2-成为杂志模特,
GBA#194,Angelique (Japan),安琪莉可之女王学院 （日版）,安琪莉可之女王学院,
GBA#195,Animal Crossing - Balloon Fight (Japan) (En),动物之森-气球大战 （日版） (En),动物之森-气球大战,
GBA#196,"Animal Crossing - Balloon Fight (USA, Europe)",动物之森-气球大战 （美版 欧版）,动物之森-气球大战,
GBA#197,Animal Crossing - Baseball (Japan) (En),动物之森-棒球 （日版） (En),动物之森-棒球,
GBA#198,"Animal Crossing - Baseball (USA, Europe)",动物之森-棒球 （美版 欧版）,动物之森-棒球,
GBA#199,Animal Crossing - Clu Clu Land (Japan) (En),动物之森-可鲁冒险世界 （日版） (En),动物之森-可鲁冒险世界,
GBA#200,"Animal Crossing - Clu Clu Land (USA, Europe)",动物之森-可鲁冒险世界 （美版 欧版）,动物之森-可鲁冒险世界,
GBA#201,Animal Crossing - Donkey Kong (Japan) (En),动物之森-大金刚 （日版） (En),动物之森-大金刚,
GBA#202,"Animal Crossing - Donkey Kong (USA, Europe)",动物之森-大金刚 （美版 欧版）,动物之森-大金刚,
GBA#203,Animal Crossing - Donkey Kong 3 (Japan) (En),动物之森-大金刚3 （日版） (En),动物之森-大金刚3,
GBA#204,"Animal Crossing - Donkey Kong 3 (USA, Europe)",动物之森-大金刚3 （美版 欧版）,动物之森-大金刚3,
GBA#205,Animal Crossing - Donkey Kong Jr. (Japan) (En),动物之森-大金刚JR （日版） (En),动物之森-大金刚JR,
GBA#206,"Animal Crossing - Donkey Kong Jr. (USA, Europe)",动物之森-大金刚JR （美版 欧版）,动物之森-大金刚JR,
GBA#207,Animal Crossing - Donkey Kong Jr. Math (Japan) (En),动物之森-大金刚JR数学 （日版） (En),动物之森-大金刚JR数学,
GBA#208,"Animal Crossing - Donkey Kong Jr. Math (USA, Europe)",动物之森-大金刚JR数学 （美版 欧版）,动物之森-大金刚JR数学,
GBA#209,Animal Crossing - Excitebike (Japan) (En),动物之森-摩托车大赛 （日版） (En),动物之森-摩托车大赛,
GBA#210,"Animal Crossing - Excitebike (USA, Europe)",动物之森-摩托车大赛 （美版 欧版）,动物之森-摩托车大赛,
GBA#211,Animal Crossing - Golf (Japan) (En),动物之森-高尔夫 （日版） (En),动物之森-高尔夫,
GBA#212,"Animal Crossing - Golf (USA, Europe)",动物之森-高尔夫 （美版 欧版）,动物之森-高尔夫,
GBA#213,Animal Crossing - Ice Climber (Japan) (En),动物之森-敲冰块 （日版） (En),动物之森-敲冰块,
GBA#214,"Animal Crossing - Ice Climber (USA, Europe)",动物之森-敲冰块 （美版 欧版）,动物之森-敲冰块,
GBA#215,Animal Crossing - Mario Bros. (Japan) (En),动物之森-玛丽兄弟 （日版） (En),动物之森-玛丽兄弟,
GBA#216,"Animal Crossing - Mario Bros. (USA, Europe)",动物之森-玛丽兄弟 （美版 欧版）,动物之森-玛丽兄弟,
GBA#217,Animal Crossing - Pinball (Japan) (En),动物之森-弹珠台 （日版） (En),动物之森-弹珠台,
GBA#218,"Animal Crossing - Pinball (USA, Europe)",动物之森-弹珠台 （美版 欧版）,动物之森-弹珠台,
GBA#219,Animal Crossing - Soccer (Japan) (En),动物之森-足球 （日版） (En),动物之森-足球,
GBA#220,"Animal Crossing - Soccer (USA, Europe)",动物之森-足球 （美版 欧版）,动物之森-足球,
GBA#221,Animal Crossing - Super Mario Bros. (Japan) (En),动物之森-超级玛丽兄弟 （日版） (En),动物之森-超级玛丽兄弟,
GBA#222,"Animal Crossing - Super Mario Bros. (USA, Europe)",动物之森-超级玛丽兄弟 （美版 欧版）,动物之森-超级玛丽兄弟,
GBA#223,Animal Crossing - Tennis (Japan) (En),动物之森-网球 （日版） (En),动物之森-网球,
GBA#224,"Animal Crossing - Tennis (USA, Europe)",动物之森-网球 （美版 欧版）,动物之森-网球,
GBA#225,Animal Mania - Dokidoki Aishou Check (Japan),动物可爱占卜 （日版）,动物可爱占卜,
GBA#226,Animal Snap - Rescue Them 2 by 2 (Europe),动物方块-拯救它们 （欧版）,动物方块-拯救它们,
GBA#227,Animal Snap - Rescue Them 2 by 2 (USA),动物方块-拯救它们 （美版）,动物方块-拯救它们,
GBA#228,Animal Yokochou - Doki Doki Kyuushutsu Daisakusen! no Maki (Japan),动物横町-心跳心跳救出大作战之卷 （日版）,动物横町-心跳心跳救出大作战之卷,
GBA#229,Animal Yokochou - Doki Doki Shinkyuu Shiken! no Maki (Japan),动物横町-心跳心跳升级考试之卷 （日版）,动物横町-心跳心跳升级考试之卷,
GBA#230,"Animaniacs - Lights, Camera, Action! (Europe) (En,Fr,De,Es,It)","华纳电影总动员-灯光.镜头.开拍! （欧版） (En,Fr,De,Es,It)",华纳电影总动员-灯光.镜头.开拍!,
GBA#231,"Ant Bully, The (Europe) (En,Fr,De,Es,It)","别惹蚂蚁 （欧版） (En,Fr,De,Es,It)",别惹蚂蚁,
GBA#232,"Ant Bully, The (USA) (En,Fr)","别惹蚂蚁 （美版） (En,Fr)",别惹蚂蚁,
GBA#233,"Antz - Extreme Racing (Europe) (En,Fr,De,Es,It,Nl)","小蚁雄兵-极限赛车 （欧版） (En,Fr,De,Es,It,Nl)",小蚁雄兵-极限赛车,
GBA#234,Antz - Extreme Racing (USA),小蚁雄兵-极限赛车 （美版）,小蚁雄兵-极限赛车,
GBA#235,Ao-Zora to Nakama-tachi - Yume no Bouken (Japan),梦之冒险 （日版）,梦之冒险,
GBA#236,Archer Maclean's 3D Pool (USA),3D虚拟台球 （美版）,3D虚拟台球,
GBA#237,Arctic Tale (USA),北极故事 （美版）,北极故事,
GBA#238,"Army Men - Operation Green (USA) (En,Fr,De,Es,It)","玩具军人-绿色军事行动 （美版） (En,Fr,De,Es,It)",玩具军人-绿色军事行动,
GBA#239,Army Men - Turf Wars (USA),玩具军人之草场的战争 （美版）,玩具军人之草场的战争,
GBA#240,"Army Men Advance (USA, Europe) (En,Fr,De,Es,It)","玩具军人 （美版 欧版） (En,Fr,De,Es,It)",玩具军人,
GBA#241,"Around the World in 80 Days (Europe) (En,Fr,De,Es,It,Nl)","环游世界80天 （欧版） (En,Fr,De,Es,It,Nl)",环游世界80天,
GBA#242,Around the World in 80 Days (USA),环游世界80天 （美版）,环游世界80天,
GBA#243,"Arthur and the Invisibles (USA) (En,Fr,Es)","亚瑟与迷你国 （美版） (En,Fr,Es)",亚瑟与迷你国,
GBA#244,"Arthur and the Minimoys (Europe) (En,Fr,De,Es,It,Nl)","亚瑟与迷你国 （欧版） (En,Fr,De,Es,It,Nl)",亚瑟与迷你国,
GBA#245,Ashita no Joe - Makka ni Moeagare! (Japan),小拳王-赤热之战! （日版）,小拳王-赤热之战!,
GBA#246,"Asterix & Obelix - Bash Them All! (Europe) (En,Fr,De,Es,It,Nl)","美丽新世界 （欧版） (En,Fr,De,Es,It,Nl)",美丽新世界,
GBA#247,"Asterix & Obelix XXL (Europe) (En,Fr,De,Es,It,Nl)","幻想新国度 （欧版） (En,Fr,De,Es,It,Nl)",幻想新国度,
GBA#248,"Astro Boy - Omega Factor (Europe) (En,Ja,Fr,De,Es,It)","铁臂阿童木-阿童木心之秘密 （欧版） (En,Ja,Fr,De,Es,It)",铁臂阿童木-阿童木心之秘密,
GBA#249,"Astro Boy - Omega Factor (USA) (En,Ja,Fr,De,Es,It)","铁臂阿童木-阿童木心之秘密 （美版） (En,Ja,Fr,De,Es,It)",铁臂阿童木-阿童木心之秘密,
GBA#250,Astro Boy - Tetsuwan Atom - Atom Heart no Himitsu (Japan),铁臂阿童木-阿童木心之秘密 （日版）,铁臂阿童木-阿童木心之秘密,
GBA#251,Atari Anniversary Advance (Europe),雅利达游戏合集 （欧版）,雅利达游戏合集,
GBA#252,Atari Anniversary Advance (USA),雅利达游戏合集 （美版）,雅利达游戏合集,
GBA#253,"Atlantis - The Lost Empire (Europe) (En,Fr,De,Es,It,Nl)","亚特兰帝斯-失落的帝国 （欧版） (En,Fr,De,Es,It,Nl)",亚特兰帝斯-失落的帝国,
GBA#254,"Atlantis - The Lost Empire (USA, Europe)",亚特兰帝斯-失落的帝国 （美版 欧版）,亚特兰帝斯-失落的帝国,
GBA#255,"Atomic Betty (USA, Europe)",超级贝蒂 （美版 欧版）,超级贝蒂,
GBA#256,"ATV - Quad Power Racing (Europe) (En,Fr,De,Es,It) (Rev 1)","越野车力量竞赛 （欧版） (En,Fr,De,Es,It) （修正版 1）",越野车力量竞赛,
GBA#257,"ATV - Quad Power Racing (USA, Europe)",越野车力量竞赛 （美版 欧版）,越野车力量竞赛,
GBA#258,"ATV - Thunder Ridge Riders (Europe) (En,Fr,De,Es,It)","ATV闪电骑士 （欧版） (En,Fr,De,Es,It)",ATV闪电骑士,
GBA#259,ATV - Thunder Ridge Riders (USA),ATV闪电骑士 （美版）,ATV闪电骑士,
GBA#260,Avatar - The Last Airbender (USA),降世神通 （美版）,降世神通,
GBA#261,Avatar - The Last Airbender - The Burning Earth (USA),降世神通-最后气宗之燃烧的大地 （美版）,降世神通-最后气宗之燃烧的大地,
GBA#262,"Avatar - The Legend of Aang (Europe) (En,Fr,De,Nl)","降世神通 （欧版） (En,Fr,De,Nl)",降世神通,
GBA#263,"Avatar - The Legend of Aang - The Burning Earth (Europe) (En,De)","降世神通-最后气宗之燃烧的大地 （欧版） (En,De)",降世神通-最后气宗之燃烧的大地,
GBA#264,"Aventures de Jackie Chan, Les - La Legende de la Main Noire (France)",成龙冒险-黑手党传说 （法国版）,成龙冒险-黑手党传说,
GBA#265,Azumanga Daiou Advance (Japan),漫画大王 （日版）,漫画大王,
GBA#266,B-Densetsu! Battle B-Daman - Fire Spirits! (Japan),B-传说!战斗比达人炎魂 （日版）,B-传说!战斗比达人炎魂,
GBA#267,B-Densetsu! Battle B-Daman - Moero! B-Damashii!! (Japan),B-传说!战斗比达人 （日版）,B-传说!战斗比达人,
GBA#268,"Babar to the Rescue (Europe) (En,Fr,De,Da)","贝巴-救援 （欧版） (En,Fr,De,Da)",贝巴-救援,
GBA#269,"Babar to the Rescue (USA) (En,Fr,Es)","贝巴-救援 （美版） (En,Fr,Es)",贝巴-救援,
GBA#270,"Back to Stone (Europe) (En,Fr)","重返石头城 （欧版） (En,Fr)",重返石头城,
GBA#271,"Back to Stone (USA) (En,Fr)","重返石头城 （美版） (En,Fr)",重返石头城,
GBA#272,"Back Track (USA, Europe)",撤退 （美版 欧版）,撤退,
GBA#273,Backyard Baseball (USA),儿童后院棒球 （美版）,儿童后院棒球,
GBA#274,Backyard Baseball 2006 (USA),后院棒球2006 （美版）,后院棒球2006,
GBA#275,Backyard Basketball (USA),后院篮球 （美版）,后院篮球,
GBA#276,Backyard Football (USA),儿童后院足球 （美版）,儿童后院足球,
GBA#277,Backyard Football 2006 (USA),后院橄榄球2006 （美版）,后院橄榄球2006,
GBA#278,Backyard Hockey (USA),冰球院场 （美版）,冰球院场,
GBA#279,Backyard Skateboarding (USA),庭院滑板 （美版）,庭院滑板,
GBA#280,Backyard Sports - Baseball 2007 (USA),后院运动-棒球2007 （美版）,后院运动-棒球2007,
GBA#281,Backyard Sports - Basketball 2007 (USA),后院运动-篮球2007 （美版）,后院运动-篮球2007,
GBA#282,Backyard Sports - Football 2007 (USA),后院运动-橄榄球2007 （美版）,后院运动-橄榄球2007,
GBA#283,Bakunetsu Dodge Ball Fighters (Japan),超级躲避球A （日版）,超级躲避球A,
GBA#284,Bakuten Shoot Beyblade - Gekitou! Saikyou Blader (Japan),爆转陀螺王-激斗赛 （日版）,爆转陀螺王-激斗赛,
GBA#285,Bakuten Shoot Beyblade 2002 - Gekisen! Team Battle!! Kouryuu no Shou - Daichi Hen (Japan),爆转陀螺2002激斗赛-黄龙之章 （日版）,爆转陀螺2002激斗赛-黄龙之章,
GBA#286,Bakuten Shoot Beyblade 2002 - Gekisen! Team Battle!! Seiryuu no Shou - Takao Hen (Japan),爆转陀螺2002激斗赛-青龙之章 （日版）,爆转陀螺2002激斗赛-青龙之章,
GBA#287,Bakuten Shoot Beyblade 2002 - Ikuze! Bakutou! Chou Jiryoku Battle!! (Japan),爆转陀螺王 （日版）,爆转陀螺王,
GBA#288,"Baldur's Gate - Dark Alliance (Europe) (En,Fr,De,Es,It)","博得之门-黑暗联盟 （欧版） (En,Fr,De,Es,It)",博得之门-黑暗联盟,
GBA#289,Baldur's Gate - Dark Alliance (USA),博得之门-黑暗联盟 （美版）,博得之门-黑暗联盟,
GBA#290,Ballistic - Ecks vs. Sever (USA),艾克斯VS瑟娃-弹道专家 （美版）,艾克斯VS瑟娃-弹道专家,
GBA#291,"Banjo-Kazooie - Grunty's Revenge (Europe) (En,Fr,De)","琴音笛声-格兰蒂的复仇 （欧版） (En,Fr,De)",琴音笛声-格兰蒂的复仇,
GBA#292,"Banjo-Kazooie - Grunty's Revenge (Europe) (En,Fr,De,Es,It) (Beta 1)","琴音笛声-格兰蒂的复仇 （欧版） (En,Fr,De,Es,It) （测试版 1）",琴音笛声-格兰蒂的复仇,
GBA#293,"Banjo-Kazooie - Grunty's Revenge (Europe) (En,Fr,De,Es,It) (Beta 2)","琴音笛声-格兰蒂的复仇 （欧版） (En,Fr,De,Es,It) （测试版 2）",琴音笛声-格兰蒂的复仇,
GBA#294,"Banjo-Kazooie - Grunty's Revenge (USA, Europe)",琴音笛声-格兰蒂的复仇 （美版 欧版）,琴音笛声-格兰蒂的复仇,
GBA#295,Banjo-Kazooie - La Vendetta di Grunty (Italy),琴音笛声-格兰蒂的复仇 （意大利版）,琴音笛声-格兰蒂的复仇,
GBA#296,Banjo-Kazooie - La Venganza de Grunty (Spain),琴音笛声-格兰蒂的复仇 （西班牙版）,琴音笛声-格兰蒂的复仇,
GBA#297,"Banjo-Pilot (Europe) (En,Fr,De,Es,It)","班卓飞行员 （欧版） (En,Fr,De,Es,It)",班卓飞行员,
GBA#298,Banjo-Pilot (Unknown) (Beta),班卓飞行员 （未知） （测试版）,班卓飞行员,
GBA#299,Banjo-Pilot (USA),班卓飞行员 （美版）,班卓飞行员,
GBA#300,"Barbie - The Princess and the Pauper (Europe) (En,Fr,De,Es,It,Nl)","芭比-公主与乞丐 （欧版） (En,Fr,De,Es,It,Nl)",芭比-公主与乞丐,
GBA#301,Barbie - The Princess and the Pauper (USA),芭比-公主与乞丐 （美版）,芭比-公主与乞丐,
GBA#302,"Barbie and the Magic of Pegasus (Europe) (En,Fr,De,Es,It,Nl)","芭比和魔法天马 （欧版） (En,Fr,De,Es,It,Nl)",芭比和魔法天马,
GBA#303,Barbie and the Magic of Pegasus (USA),芭比和魔法天马 （美版）,芭比和魔法天马,
GBA#304,Barbie as the Island Princess (USA),芭比-森林公主 （美版）,芭比-森林公主,
